,AUD,BRL,CAD,CHF,CLP,CNH,COP,CZK,EUR,GBP,HUF,IDR,ILS,INR,JPY,KRW,MXN,NOK,NZD,PLN,RUB,SEK,TRY,ZAR
2000-10-27,0.47066085255275586,1.6125055352715587,0.2822370114713511,0.0014876672954533374,1.035899731640283,,2.554744938642411,1.927252324243506,0.34242107524503,0.056161410544610504,2.0900716153180707,,0.1785987334743138,3.6750807453324086,-0.33029124468152654,,0.7127398457883446,0.009616145102763152,0.7279341242524138,1.693959480257585,4.02362940565803,0.08539268048339772,2.3846496665090178,1.9572050269522911
2000-10-30,0.46873894892450607,1.60773001965322,0.28277981289783677,-0.001217747814946962,1.0223924219062588,,2.547282134038948,1.9188384929054683,0.33883003777146053,0.05397435569307149,2.0838135325154785,,0.18030218728533412,3.665655803741517,-0.32805410902136756,,0.7029962840017473,0.002227354994461224,0.7257553936595943,1.6819207278169443,4.025448406241715,0.08114784389678029,2.384895167290066,1.936885471843149
2000-10-31,0.48798899137849844,1.592104757621726,0.28231886858465666,-0.0027516417282573958,1.0224332903002278,,2.512821132005201,1.9095540052229512,0.33457837452022016,0.054611663752905173,2.0733614332441768,,0.18063276899545183,3.6826754785511797,-0.32613772686231485,,0.6986563692812057,-0.0030410179542638503,0.7559507051313489,1.670412137527648,4.032827898167653,0.07810062240115605,2.3804175205997096,1.9411165179893837
2000-11-01,0.47347656408895095,1.6200274072468905,0.28167384797829,-0.013654705767262892,1.022363410883657,,2.5127841729275264,1.8710725778007962,0.3190828046021624,0.05786387023921279,2.037105977096385,,0.17833046526166751,3.6755815051251455,-0.33053026661344315,,0.6997975894330737,-0.012350300101683122,0.7582324483436321,1.6430076249145975,4.028860998144989,0.06562417265031344,2.3653097858854086,1.9190946740693873
2000-11-02,0.4816934316438219,1.6173101130006806,0.2921766611300673,-0.015606143427002709,1.0276832492119665,,2.5107716853249085,1.8489896295600283,0.31523238341167686,0.05793047521750545,2.028124766511934,,0.17431053530635696,3.67363612852803,-0.3311205503413742,,0.7002454248202562,-0.01092468697333744,0.7602296192814876,1.6241606000578008,4.031219660805795,0.06497605255000549,2.3609081269216405,1.9268658884325935
2000-11-03,0.4684158184038884,1.6493430055048253,0.28801839045855987,-0.021123593128139034,1.0362612130675761,,2.506251613399229,1.8399061267791381,0.309905316206936,0.05724714542458315,2.021547913036497,,0.17343740060529306,3.660170474688312,-0.3373150278056798,,0.7028909498807571,-0.01130293698216276,0.7531215524335706,1.5965683449054742,4.027936708388024,0.06420241933624214,2.3613873437791004,1.932908362669249
2000-11-06,0.45711246040736836,1.6452863662176727,0.2859036880067774,-0.020034682852856568,1.0362737344684245,,2.5062533124165087,1.8462878484094383,0.31352576847586416,0.06807411907317959,2.030973956850911,,0.17122730900265182,3.661110725049995,-0.3377356142716447,,0.7114539856649986,-0.0060178667418455895,0.7421282980839793,1.5974074736545016,4.026561616891236,0.07258873649180217,2.3648982470104616,1.931871721784686
2000-11-07,0.4595483261622847,1.6643918784222262,0.2857328382644703,-0.018446787774428233,1.0425984588180748,,2.502943997056553,1.851854558658266,0.31430429674841054,0.07051833849903974,2.0329174620883417,,0.1722428429438612,3.6606792506694523,-0.3392752080967009,,0.7140978595261308,-0.0054039781852798195,0.7493885470532915,1.6226945706011742,4.016446909594121,0.07436859957861706,2.3685189160407263,1.9605111777885196
2000-11-08,0.4648101847815838,1.6854951903101787,0.2923724178019833,-0.014411969372639985,1.039815531915991,,2.486466845175397,1.861927897691646,0.32102022854262613,0.07455604939515802,2.0502767904364387,,0.1749290498918196,3.6670911330474008,-0.33676857869554977,,0.7055086514868195,-0.0036133986617916123,0.7520313129576679,1.6250171794963257,4.019682830423134,0.07546977877621917,2.374232591925908,1.981028615137078
2000-11-09,0.4662078893198562,1.6862094850686196,0.29285160703494933,-0.01765670565160542,1.0436511648504605,,2.490557872483582,1.8555285733595699,0.31709038787290833,0.07509256967084992,2.0424307812632057,,0.17571549363055072,3.669678631370089,-0.33655977481530075,,0.7114447212878011,-0.005564521685366037,0.745232058756209,1.6292879898688184,4.0100666880632945,0.077395053882432,2.365879730711966,2.0048792235917765
2000-11-10,0.47382283233409994,1.6630413070501286,0.29628499252350576,-0.022695428902890565,1.040870698219213,,2.4946823969252687,1.843549552646373,0.31016776011433267,0.07086178457493725,2.0256033644907476,,0.17351482332671245,3.6715832148408687,-0.3340445222980255,,0.7043447060315706,-0.006372036803556252,0.7557742547925719,1.6258163499627443,4.022752481703811,0.07287166178020965,2.369093312729172,1.9547736567473524
2000-11-13,0.48257011107345577,1.660337743321498,0.2989890600642232,-0.020117862142549455,1.032373396397531,,2.494680600191376,1.8533777762725592,0.3151896168207626,0.06408887546101637,2.0391651880995694,,0.1746078220935405,3.6771718614306814,-0.3360498105772457,,0.6974897209296735,-0.0035505929083073247,0.7621873790657782,1.6347365205540803,4.008337784728471,0.08054449610066804,2.3755035130370667,1.9747418319962788
2000-11-14,0.48402630261255064,1.6534369293509874,0.2964551307658027,-0.0175768195518496,1.0323143861751884,,2.494719226698845,1.857089646415653,0.31834370863830846,0.0719519100955713,2.0425050035239014,,0.17335217841160508,3.67617129209671,-0.3329232236780411,,0.6864293289728045,0.001555842041291658,0.7548708073072717,1.6302193296098908,4.007939070292624,0.08381644090346456,2.378942641588969,1.9776134120480084
2000-11-15,0.47912559428818957,1.6520735301116236,0.3005456952745596,-0.015660901285916417,1.0291739503850421,,2.4967654273477673,1.8516951932779544,0.31628939410004936,0.07210411004743893,2.032757655165023,,0.17476378591752778,3.674125893222036,-0.3296310900921389,,0.6799242191712841,0.0018860334486820757,0.7417469959819066,1.6244584663248451,4.0120571100662525,0.08305453064909074,2.3791658298593514,1.9902364290105339
2000-11-16,0.48684381087895096,1.6617016386738381,0.3041789875832006,-0.009476827472981791,1.0255683320164852,,2.4889988780495806,1.8701016211547745,0.32417944302877133,0.07678065048496378,2.0553524213945495,,0.1726011571890045,3.681590563031667,-0.3270398681861098,,0.6797027995143987,0.003895042995366448,0.7526829709205008,1.6298561621287626,4.021431538225387,0.09241132127028623,2.3871239818783283,1.9903152977072245
2000-11-17,0.48623736495942305,1.682826717386284,0.3099112408386813,-0.007456505956017478,1.0383668181983434,,2.4918673442351746,1.8812578812880876,0.32669124857923815,0.07613890491678588,2.063011307170551,,0.1697886585854954,3.6795951104996583,-0.32811457862574595,,0.6853250489306407,0.006056074434114272,0.7449865731237897,1.627833960576382,4.021445736426656,0.0923959908100009,2.391057727417187,1.99474638621246
2000-11-20,0.4984500604459226,1.6118504210719853,0.3085566087120546,-0.0029156989769441063,1.0387449093430199,,2.4897547318568765,1.8879066393639943,0.33258833808113697,0.07485207706647656,2.0758333372453377,,0.17028953379537987,3.6746114447074087,-0.3229454331065303,,0.6783396244159344,0.008904272002562094,0.7546822042507835,1.633752596881155,4.032090803423227,0.09670866772133495,2.4019664584408087,2.022739971656692
2000-11-21,0.5086833406645109,1.6186739767744576,0.30469100153313955,-0.0011236665307783372,1.03551617932788,,2.4963779446040624,1.898058098832849,0.3378094904160991,0.08041729701759462,2.0933609836972282,,0.17261071988194923,3.6770939923657067,-0.3192903273490081,,0.6713536204600941,0.017414020171481744,0.7695764719505096,1.6221399145710504,4.0249574880934045,0.1076615930235934,2.409666047176597,2.0422610666045617
2000-11-22,0.48402214887892825,1.6336829199092684,0.29979655383175924,-0.0004373984974531245,1.039392443099845,,2.513570665465505,1.8802317250397524,0.3414960410610062,0.08335110555791103,2.099826632232057,,0.17848094077114535,3.679169131188726,-0.32015738359993207,,0.667905127660032,0.01856367769956685,0.7454079006714419,1.6313697595874814,4.039002078430712,0.1065939274516103,2.415341334224859,2.0430368176703873
2000-11-24,0.4752098698790762,1.6719104880928337,0.29425613711047266,0.003304571781910555,1.0447329171105144,,2.528387969169444,1.8857502586284474,0.34702768494775144,0.09263350267532165,2.1155765576434122,,0.17092280986630565,3.6781425822145684,-0.31371729541757315,,0.6674074885651812,0.02233398154097682,0.7428323236012435,1.6149294740563755,4.037143043975793,0.112761756429866,2.423516405983616,2.0451750730091796
2000-11-27,0.46709669889807737,1.686891615709859,0.28914477083386064,-0.011359377739529986,1.0476024107215998,,2.5612788020746162,1.8720400324980007,0.33260300828355394,0.08085960262606814,2.0835013313380455,,0.17117784803468591,3.6851187791436453,-0.3175759906022666,,0.6641349868111681,0.01211394309095287,0.7298683946317328,1.593408727696666,4.031431728809313,0.1025793254146224,2.4115904599469475,2.021433393014523
2000-11-28,0.47288977284283606,1.6835134030551404,0.28758429032444643,-0.018734650934014004,1.058247678871611,,2.5720050490466746,1.849101165406833,0.3230971020934982,0.07902255192576203,2.0657618775524083,,0.17065579965958755,3.687156991608507,-0.32032292645393035,,0.6693304341996222,0.00602499129117408,0.7156132814365179,1.5963609189940495,4.032444891826791,0.09345256780216618,2.4002395490569226,2.0228842445537727
2000-11-29,0.47183097436440224,1.6685153111796258,0.2943103969106685,-0.024923766664061257,1.0561032668524946,,2.5735627973391444,1.8473440377883503,0.3152672760080607,0.07647773995318355,2.0500290224433453,,0.17065738078921414,3.685608908023944,-0.31548376424012353,,0.6694656797673912,0.002373748109289071,0.7219126698721415,1.5838816637821866,4.038098158843858,0.08773898735761536,2.3992976718204893,2.02156530204403
2000-11-30,0.46646651123900224,1.7005699894034974,0.29040102218689323,-0.03729366622210393,1.050106123826228,,2.5612962165425657,1.8160109724749558,0.29955310554613424,0.08030751608934218,2.0115089959582324,,0.16888672004885247,3.685088991859713,-0.31632542685587334,,0.6703238529736061,-0.006050296445174761,0.6990869201691275,1.5783475018375912,4.042207886225051,0.0790582760058379,2.3801839702256644,2.012624722646027
2000-12-01,0.43640496038110776,1.6896565334289255,0.2885872488700477,-0.03865954820866595,1.0468836922100473,,2.5768964033311414,1.80580871636909,0.2958124410128795,0.06913617041438119,2.004681210258166,,0.16952164360142125,3.682633060526793,-0.3139487733688573,,0.6728675718978439,-0.005635604245355404,0.6801910279905428,1.5689449174292593,4.033163396560778,0.0696148725296493,2.3745275400168637,1.994584337604477
2000-12-04,0.41402323107521627,1.699821600037732,0.29772603079043564,-0.0558058203634834,1.0442335179556361,,2.5925103901155104,1.7752214081805269,0.271977021745684,0.05429050550677425,1.9530609006470618,,0.17119497518701485,3.68017469161076,-0.3143020316719618,,0.6699004702374679,-0.0199081177778272,0.6537317671517934,1.544010604771548,4.043167349545562,0.04441163168137093,2.351975942815985,1.9716165818585114
2000-12-05,0.4258035117715566,1.669828746828856,0.29794339818911036,-0.05134465020300999,1.0376013680754332,,2.5793970841703806,1.7783223109828343,0.2783354114683036,0.0601924247228788,1.9640237134009106,,0.1672011856189293,3.6756602337865325,-0.3167740399388117,,0.6632639088978498,-0.019592779920547206,0.6554648440999751,1.5417125574468562,4.044602317057909,0.043159865804439056,2.3661213011248865,1.970997853332524
2000-12-06,0.4179595747110693,1.6936829786154937,0.28861660681537266,-0.05166338277338052,1.0397502864758479,,2.5769223397619614,1.7931471924874611,0.2788636240307182,0.06553167280966601,1.9642149923203076,,0.16601451998953512,3.675088085209258,-0.3186271527439768,,0.6696217871310695,-0.024562730958995898,0.6466518428368887,1.5275930746031086,4.042938971051471,0.041010957975616665,2.3613959375627775,1.9494192238438028
2000-12-07,0.41069066007444077,1.6930406194352625,0.28324993520972397,-0.05617314569128138,1.0464864646387166,,2.578500314676448,1.7787386994291967,0.2714382095247941,0.061990173248406395,1.9505843813894332,,0.16671191240539168,3.6726743346686352,-0.3169830353377396,,0.6727107834336705,-0.022459387197954768,0.63444211028187,1.5245724956049707,4.046980947034903,0.043582931442114996,2.3554815117592676,1.9645217746668828
2000-12-08,0.41147007164690724,1.6848262190182397,0.27918830543128215,-0.05627757649100069,1.0465191999074988,,2.5785179960781166,1.7781689415744881,0.27379188813763333,0.05611335644866753,1.9551040992960278,,0.16688010611129286,3.6706524597413708,-0.3129640425279189,,0.6682726579596355,-0.023602501779923287,0.6213936999003852,1.5307053341769297,4.0525630276095574,0.03957182130903565,2.361842125346437,1.97472959876842
2000-12-11,0.4269190359505682,1.6834602206432414,0.27387666173002007,-0.048890482918200966,1.047196523323338,,2.580195994926826,1.800378781324913,0.2885690030228108,0.05188430129101174,1.9894748319199742,,0.16731046567015714,3.6711063704694893,-0.31633065570310853,,0.6755407921186604,-0.01301308610427694,0.6474004744224764,1.5344928967341056,4.048875527396223,0.048183669275311876,2.377465639060724,1.9873487704629638
2000-12-12,0.4255607837197532,1.6820960592648722,0.2803522785313736,-0.04885599748172229,1.044408313534934,,2.597491472659609,1.8029402560181746,0.289612227256367,0.057413745355565704,1.9914570251887016,,0.1674627503415311,3.6736635093728522,-0.311854322547453,,0.6820670263623132,-0.012722944420650755,0.6572089801593234,1.5215505677042336,4.040625186278103,0.0459005764299779,2.380191951511992,2.0124252640968123
2000-12-13,0.42843568880957633,1.6766367352246925,0.278549489841525,-0.04749747224598343,1.0405011327258211,,2.5957506720606176,1.8036248074754737,0.2920614109411165,0.055210261069134854,1.9922820512105566,,0.1677620483923029,3.673659421074757,-0.30679455653031723,,0.6789097331351575,-0.00845025559907463,0.6532996427357284,1.5221211057139505,4.050901942048467,0.05342790991310515,2.3834511005268237,2.019647142394803
2000-12-14,0.42320854413745335,1.6793570515665601,0.27225098566555445,-0.05874062922925303,1.0383296337965897,,2.585975708230845,1.772710978483972,0.27477839838280915,0.04177612141486127,1.9507363700286313,,0.1689440237715198,3.6735866664795864,-0.307981891386326,,0.6697223055529062,-0.019343591401233564,0.6529497488368384,1.5080183225420043,4.044055450604062,0.0380313349869579,2.366601972160027,2.00677883341659
2000-12-15,0.41276201081109365,1.6814913040791222,0.2744252368652208,-0.06807849057808261,1.034835122322786,,2.578116071544539,1.7319637694541297,0.2605232983284841,0.03865774481707461,1.916289769408065,,0.16764368064847468,3.67360994845414,-0.3064889146957459,,0.669378949465631,-0.031835631829883144,0.6266323706694189,1.4884884565922174,4.048710105182217,0.0330753165189053,2.3539695394346207,1.9947911566546221
2000-12-18,0.42453473141295867,1.6671056553343302,0.2808622690074425,-0.06747112297930079,1.0284204306456315,,2.594155920822585,1.7390185797734206,0.26287847619268506,0.043755579103141026,1.9240358132357447,,0.16365379328671964,3.6720984281229736,-0.3087312601410302,,0.6652296503130075,-0.03173832778402226,0.6249999696310234,1.4784407104560615,4.052130118308879,0.03918468319971564,2.3586435634729237,1.9838940578933526
2000-12-19,0.4203287166876678,1.66646990672219,0.27856364639394365,-0.060183359794887696,1.0252763680306374,,2.5978054991473245,1.7561119190577972,0.2695145480341289,0.04653974180022739,1.9345638047429867,,0.16286534336320366,3.667178801611228,-0.306279137334621,,0.6648428498537222,-0.023967822698094273,0.621603083875739,1.47303690101587,4.047660771805378,0.05141171255703761,2.3671137878584707,2.00726619007344
2000-12-20,0.40584614327104984,1.6739675517257453,0.27838548555881676,-0.07225195124846052,1.0284253680628874,,2.5929216358033593,1.7073791154658569,0.24744447078431192,0.03907779769373731,1.8841036987771267,,0.16145226357968978,3.6696432598166875,-0.3051049214781828,,0.6728498428369407,-0.03555350527981118,0.5999606998699225,1.4350582434257293,4.049242925650589,0.032384102709858406,2.3480585772336062,1.97117431375475
